"Interview_difficulty","Interview_experience","Offer","Company_name","Referral","process_time","sector"
"Easy Interview","Positive Experience","Offer","Capital one","College Or University",1,"Banking"
"Easy Interview","Positive Experience","Offer","Capital one","College Or University",NA,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Recruiter",NA,"Banking"
"Difficult Interview","Positive Experience","Offer","Capital one","Employee Referral",21,"Banking"
"Easy Interview","Positive Experience","No Offer","Capital one","College Or University",5,"Banking"
"Average Interview","Neutral Experience","No Offer","Capital one","College Or University",NA,"Banking"
"Easy Interview","Positive Experience","No Offer","Capital one","Employee Referral",NA,"Banking"
NA,NA,"No Offer","Capital one",NA,90,"Banking"
"Average Interview","Positive Experience","No Offer","Capital one","College Or University",14,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Recruiter",21,"Banking"
"Difficult Interview","Positive Experience","Offer","Capital one","College Or University",28,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Online",1,"Banking"
"Average Interview","Positive Experience","No Offer","Capital one","College Or University",14,"Banking"
"Difficult Interview","Positive Experience","No Offer","Capital one","Recruiter",NA,"Banking"
NA,"Positive Experience","No Offer","Capital one","Online",NA,"Banking"
"Easy Interview","Positive Experience","Offer","Capital one","Employee Referral",21,"Banking"
NA,NA,"Offer","Capital one",NA,NA,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Other Source",4,"Banking"
"Easy Interview","Positive Experience","Offer","Capital one",NA,NA,"Banking"
"Average Interview","Negative Experience","No Offer","Capital one","Online",NA,"Banking"
"Easy Interview","Positive Experience","Offer","Capital one","College Or University",21,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Online",2,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Online",NA,"Banking"
"Difficult Interview","Positive Experience","Offer","Capital one","Online",28,"Banking"
"Difficult Interview","Negative Experience","No Offer","Capital one","College Or University",7,"Banking"
"Average Interview","Positive Experience","No Offer","Capital one","Recruiter",NA,"Banking"
"Difficult Interview","Positive Experience","Offer","Capital one","Online",28,"Banking"
"Easy Interview","Positive Experience","Offer","Capital one","College Or University",NA,"Banking"
"Average Interview","Neutral Experience","Offer","Capital one","College Or University",28,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Online",6,"Banking"
"Average Interview","Neutral Experience","No Offer","Capital one","Online",NA,"Banking"
"Average Interview","Neutral Experience","Offer","Capital one","Online",1,"Banking"
"Average Interview","Positive Experience","No Offer","Capital one","Online",NA,"Banking"
"Difficult Interview","Negative Experience","No Offer","Capital one","Online",NA,"Banking"
"Average Interview","Neutral Experience","No Offer","Capital one","College Or University",14,"Banking"
"Difficult Interview","Positive Experience","Offer","Capital one","Employee Referral",42,"Banking"
"Easy Interview","Positive Experience","Offer","Capital one","Recruiter",1,"Banking"
"Easy Interview","Positive Experience","No Offer","Capital one","College Or University",14,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Online",42,"Banking"
"Easy Interview","Positive Experience","Offer","Capital one","College Or University",NA,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Employee Referral",60,"Banking"
"Difficult Interview","Negative Experience","No Offer","Capital one","Online",NA,"Banking"
"Average Interview","Neutral Experience","No Offer","Capital one",NA,NA,"Banking"
"Average Interview","Positive Experience","Offer","Capital one",NA,3,"Banking"
"Difficult Interview","Positive Experience","No Offer","Capital one","Employee Referral",NA,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Online",28,"Banking"
"Easy Interview","Positive Experience","Offer","Capital one","College Or University",14,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Online",56,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Online",1,"Banking"
"Easy Interview","Positive Experience","Offer","Capital one","Online",42,"Banking"
"Average Interview","Negative Experience","Offer","Capital one","Employee Referral",90,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","College Or University",42,"Banking"
"Average Interview","Positive Experience","No Offer","Capital one","College Or University",NA,"Banking"
"Difficult Interview","Positive Experience","Offer","Capital one","In-Person",90,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Online",42,"Banking"
"Average Interview","Positive Experience","No Offer","Capital one","College Or University",NA,"Banking"
"Average Interview","Negative Experience","Offer","Capital one","Employee Referral",NA,"Banking"
"Difficult Interview","Negative Experience","No Offer","Capital one","Recruiter",NA,"Banking"
"Difficult Interview","Negative Experience","Offer","Capital one","Online",28,"Banking"
"Average Interview","Positive Experience","No Offer","Capital one","Online",21,"Banking"
"Easy Interview","Neutral Experience","Offer","Capital one",NA,4,"Banking"
"Easy Interview","Neutral Experience","Offer","Capital one","Recruiter",1,"Banking"
"Easy Interview","Positive Experience","Offer","Capital one","Staffing Agency",NA,"Banking"
"Average Interview","Negative Experience","No Offer","Capital one","Online",42,"Banking"
"Difficult Interview","Positive Experience","Offer","Capital one","In-Person",90,"Banking"
"Average Interview","Positive Experience","Offer","Capital one","Online",42,"Banking"
"Average Interview","Positive Experience","No Offer","Capital one","College Or University",NA,"Banking"
"Average Interview","Negative Experience","Offer","Capital one","Employee Referral",NA,"Banking"
"Difficult Interview","Negative Experience","No Offer","Capital one","Recruiter",NA,"Banking"
"Difficult Interview","Negative Experience","Offer","Capital one","Online",28,"Banking"
"Average Interview","Positive Experience","No Offer","Capital one","Online",21,"Banking"
"Easy Interview","Neutral Experience","Offer","Capital one",NA,4,"Banking"
"Easy Interview","Neutral Experience","Offer","Capital one","Recruiter",1,"Banking"
"Easy Interview","Positive Experience","Offer","Capital one","Staffing Agency",NA,"Banking"
"Average Interview","Negative Experience","No Offer","Capital one","Online",42,"Banking"
"Average Interview","Positive Experience","Offer","Credit Suisse","Online",28,"Banking"
"Average Interview","Positive Experience","No Offer","Credit Suisse","Online",90,"Banking"
"Average Interview","Negative Experience","No Offer","Credit Suisse","Online",NA,"Banking"
"Average Interview",NA,"No Offer","Credit Suisse","Online",21,"Banking"
"Difficult Interview",NA,"No Offer","Credit Suisse","Online",21,"Banking"
"Difficult Interview","Positive Experience","No Offer","Credit Suisse","Online",14,"Banking"
"Easy Interview","Neutral Experience","No Offer","Credit Suisse","College Or University",14,"Banking"
"Average Interview","Positive Experience","Offer","Credit Suisse","Recruiter",5,"Banking"
"Easy Interview","Positive Experience","No Offer","Credit Suisse","Online",14,"Banking"
"Easy Interview","Positive Experience","Offer","Credit Suisse",NA,NA,"Banking"
"Average Interview","Positive Experience","Offer","Credit Suisse","Recruiter",28,"Banking"
NA,NA,"Offer","Credit Suisse",NA,NA,"Banking"
"Average Interview","Neutral Experience","No Offer","Credit Suisse","Online",42,"Banking"
NA,NA,"No Offer","Credit Suisse",NA,NA,"Banking"
"Average Interview","Positive Experience","Offer","Credit Suisse","Recruiter",NA,"Banking"
"Average Interview","Positive Experience","Offer","Credit Suisse","Employee Referral",49,"Banking"
"Average Interview","Negative Experience","No Offer","Credit Suisse","College Or University",NA,"Banking"
"Average Interview","Positive Experience","Offer","Credit Suisse","Online",NA,"Banking"
"Easy Interview","Negative Experience","No Offer","Credit Suisse","Employee Referral",NA,"Banking"
"Average Interview","Positive Experience","Offer","Credit Suisse","Recruiter",1,"Banking"
"Average Interview","Positive Experience","Offer","Credit Suisse","College Or University",35,"Banking"
"Easy Interview","Positive Experience","Offer","Credit Suisse","Online",14,"Banking"
"Average Interview","Positive Experience","Offer","Credit Suisse","Online",14,"Banking"
"Easy Interview","Positive Experience","No Offer","Credit Suisse","Employee Referral",7,"Banking"
"Average Interview","Neutral Experience","No Offer","Credit Suisse","Other Source",NA,"Banking"
"Average Interview","Negative Experience","No Offer","Credit Suisse","Online",14,"Banking"
"Average Interview","Positive Experience","Offer","Credit Suisse","In-Person",21,"Banking"
"Average Interview","Positive Experience","No Offer","Credit Suisse","Online",2,"Banking"
"Difficult Interview","Neutral Experience","No Offer","Credit Suisse","College Or University",NA,"Banking"
"Average Interview",NA,"No Offer","Credit Suisse","College Or University",NA,"Banking"
"Average Interview","Neutral Experience","Offer","Credit Suisse","Online",1,"Banking"
"Average Interview","Positive Experience","Offer","Credit Suisse","Recruiter",21,"Banking"
"Easy Interview","Positive Experience","Offer","Credit Suisse","Staffing Agency",4,"Banking"
"Easy Interview","Neutral Experience","Offer","Credit Suisse",NA,NA,"Banking"
"Easy Interview","Positive Experience","No Offer","Credit Suisse","Other Source",2,"Banking"
"Average Interview","Positive Experience","Offer","Credit Suisse","Online",90,"Banking"
"Average Interview","Positive Experience","No Offer","Credit Suisse","Online",28,"Banking"
"Average Interview","Positive Experience","Offer","Credit Suisse","Online",90,"Banking"
